Customer_ID,Name,Age,Gender,City,Membership_Type,Total_Spent
1029,Thibaut Faivre,73.0,Male,Sainte Gilbert,Premium,70250.98
1030,Augustin Fontaine,32.0,Male,Berthelot,VIP,82586.31
1031,Jeannine Lemaître-Morin,,Female,Alexandre,Premium,92601.14
1032,Geneviève Lemonnier,72.0,Male,,VIP,43671.32
1033,Aurore Giraud-Brunet,66.0,Female,Turpin-sur-Mer,Standard,24254.42
1034,Gabriel de la Pascal,80.0,Male,Bousquetboeuf,VIP,8170.58
1035,Valérie Poulain,65.0,Male,Sainte Julienec,VIP,54335.86
1036,Noël Bonneau,56.0,Male,Guérin,VIP,8700.19
1037,Thérèse De Sousa,,Female,Garcia,Standard,61225.14
1038,Olivier Chartier,,Female,Guyon,Standard,88265.83
1039,Chantal Morvan,,Female,Sainte Louis-les-Bains,Standard,54841.53
1040,Aimé Jacquet,43.0,Female,Prévost,Standard,61124.51
1041,Philippe Morel Le Cohen,61.0,Female,Vincent,Premium,58088.38
1042,Margot Foucher,27.0,Female,Colin,Standard,30329.24
1043,Nicolas Humbert,43.0,Female,Jean,Standard,24453.7
1044,Célina Laporte,73.0,Male,Saint Benjamin,VIP,72365.81
1045,Théophile-Théodore Blondel,,Female,Hoareau,Standard,40257.08
1046,Raymond Dias,21.0,Male,Imbert-sur-Vallet,VIP,81657.72
1047,Stéphanie Nguyen,59.0,Female,Lesage-sur-Roussel,VIP,18915.09
1048,Anastasie Dufour,39.0,Female,Rossi,VIP,62819.11
1049,Charles Mary-Sauvage,20.0,Male,Guérin,VIP,24046.56
1050,Auguste Diallo,43.0,Female,Blondeldan,Standard,87729.02
1051,Gérard Ledoux,52.0,Female,Muller,Premium,39808.46
1052,Josette Camus-Simon,47.0,Female,Mace,Standard,43127.05
1053,Alexandrie Vidal,29.0,Male,Diallo,Standard,54048.79
1054,Mathilde Fontaine,66.0,Male,,VIP,22870.4
1055,Victor Bouvier,65.0,Female,Paul,Standard,72458.78
1056,Benoît Lopez,65.0,Female,Saint Geneviève,Premium,86395.89
1057,Rémy Alves,43.0,Male,Pereira-la-Forêt,VIP,93036.38
1058,Bernadette Delmas,80.0,Female,Jacquetnec,VIP,70343.69
1059,Guillaume Lemaire du Chrétien,59.0,Female,Sainte Élise,Premium,85307.83
1060,Sébastien Boutin,67.0,Female,Durand,Premium,74479.13
1061,Alexandrie Grondin,50.0,Female,Humbert,Premium,52479.99
1062,Amélie Le Laurent,79.0,Female,Thierry,VIP,57230.41
1063,Clémence Delaunay,78.0,Female,Goncalves,VIP,78073.29
1064,Virginie De Sousa,,Female,Delmas-sur-Prévost,VIP,80953.54
1065,Alice Grondin,69.0,Female,Joseph,Standard,46364.17
1066,Anaïs Brunel Le Durand,63.0,Female,Nguyen,Standard,19056.39
1067,Patrick Dos Santos,36.0,Female,Diallo-sur-Mer,VIP,96728.89
1068,Claire-Patricia Chrétien,19.0,Female,LacroixVille,Standard,34182.08
1069,Julien Caron,36.0,Female,Collet,Standard,88592.02
1070,Margaux Bouchet,48.0,Female,Hoareau-les-Bains,Premium,50412.33
1071,David-Édouard Thibault,23.0,Female,,Premium,97398.9
1072,Inès Meunier,,Male,,Standard,31890.59
1073,Matthieu Samson,21.0,Female,Gomez-les-Bains,VIP,21316.49
1074,Constance de Masson,42.0,Male,Breton,Premium,15206.32
1075,Théodore Henry,60.0,Male,Roussel-les-Bains,Standard,10584.66
1076,Antoinette Bruneau,30.0,Male,Saint Christopheboeuf,Standard,61978.0
1077,Monique Bègue-Meunier,29.0,Female,Saint Margaretboeuf,VIP,82133.89
1078,Emmanuel Le Gall,51.0,Male,Duhamel,Standard,37973.38
1079,Benoît Barthelemy-Barthelemy,75.0,Female,Saint Adriennec,Premium,67816.82
1080,Bernadette Mallet,25.0,Female,Carlier-les-Bains,VIP,84146.91
1081,Éric Raynaud,42.0,Male,Payet,VIP,78032.14
1082,Xavier Normand,62.0,Male,Bigot,Standard,66466.51
1083,Dominique de Nicolas,77.0,Female,Didier,VIP,64227.59
1084,Robert Marin,,Female,Josephboeuf,Premium,71918.05
1085,Victor Hoareau,53.0,Male,Bouvier-sur-Roy,Standard,45645.32
1086,Xavier Allain,23.0,Male,Millet,Premium,97891.96
1087,Alexandre Bruneau,53.0,Male,Boyer,VIP,33481.45
1088,Marguerite-Victoire De Sousa,50.0,Female,Leroy-la-Forêt,VIP,54174.44
1089,Sylvie Fernandez,24.0,Female,,Standard,83821.86
1090,Patricia Bègue,58.0,Female,Hamel-sur-Dupuis,VIP,79686.94
1091,Sylvie Menard,,Male,Chauvin,VIP,70369.22
1092,Gilles Maréchal,74.0,Male,Lesage-sur-Hubert,VIP,69726.32
1093,Françoise Durand Le Pages,61.0,Male,Olliviernec,VIP,59652.95
1094,Anaïs Toussaint,53.0,Male,Lefèvre,Premium,36660.03
1095,Pierre Collin,53.0,Female,Peron,VIP,64655.96
1096,Hugues Gilbert,32.0,Female,Dupontnec,Premium,21265.63
1097,Jacques Robert,51.0,Female,Bouchet,Premium,80016.37
1098,Andrée Da Silva,59.0,Male,Saint Raymond,Standard,25632.16
1099,Mathilde Hubert,46.0,Male,RobertVille,VIP,5923.15
1100,Alice Benard,51.0,Female,FernandesVille,Standard,8898.89
1101,Zacharie Coulon,61.0,Male,Munoz,VIP,30226.04
1102,Éric Marchand du Pinto,79.0,Male,Marty-les-Bains,VIP,67295.44
1103,Antoine de Descamps,26.0,Female,,Premium,96068.19
1104,Capucine David-Pages,39.0,Male,Poirier,Standard,56787.28
1105,Jacques Da Silva,39.0,Male,,Premium,7993.79
1106,Martin Lecomte,60.0,Female,Adam-sur-Fernandez,VIP,17078.1
1107,Antoine Brun-Coste,,Female,Saint Françoise-sur-Mer,VIP,23009.05
1108,Audrey Louis-Salmon,54.0,Male,Fleury-sur-Guyon,VIP,18405.35
1109,Christine Barthelemy Le Legros,63.0,Male,Lefortdan,Standard,97959.87
1110,Inès-Isabelle Boulanger,46.0,Male,Sainte Constance,VIP,80019.85
1111,Pierre Alexandre-Dias,50.0,Male,,Standard,67045.39
1112,Laurence Louis,37.0,Female,Reynaud,VIP,63768.23
1113,Alexandrie Guillon,37.0,Female,Sainte ÉmilieVille,Standard,73400.79
1114,Pauline Fleury-Joly,31.0,Male,Duhamel-sur-Mer,Standard,73088.14
1115,Benoît Richard-Pelletier,67.0,Female,LoiseauBourg,Standard,14562.63
1116,Anne Cordier,,Male,Bouvet,Premium,73983.0
1117,Zoé Deschamps-Morvan,,Male,Guillet-sur-Mer,Standard,48701.48
1118,Antoine Delahaye,45.0,Female,Lombard,Standard,73351.29
1119,Léon Lamy,38.0,Female,Carlier-sur-Mer,Premium,30958.82
1120,Franck Hamel-Garnier,63.0,Female,Leconte,VIP,67703.29
1121,Marc Carlier,60.0,Male,Saint FrédéricBourg,Premium,38588.86
1122,Guy Langlois,42.0,Male,Sainte Thibaut,VIP,51609.72
1123,Théophile Renard,56.0,Female,Garcianec,Premium,90127.91
1124,Patrick-Thomas Chauvin,70.0,Male,Saint Sabinenec,Standard,83262.01
1125,Colette Pruvost de la Arnaud,54.0,Male,,Premium,70329.07
1126,Maryse Menard,76.0,Female,Breton,Premium,19494.68
1127,Grégoire Lombard,,Male,Bailly-sur-Prévost,Premium,32082.46
1128,Benjamin Le Pires,69.0,Female,Rodrigues,Premium,77029.46
1129,Martin Royer-Martins,,Male,Dupré-sur-Marie,Standard,29561.89
1130,Richard de Le Gall,49.0,Male,Riou-les-Bains,VIP,10991.81
1131,Geneviève Royer,68.0,Male,Diasdan,Standard,57512.28
1132,Théodore Barre-De Oliveira,46.0,Male,Germain,Standard,14543.55
1133,Michèle de la Leleu,41.0,Female,Boucher-la-Forêt,VIP,36113.55
1134,Guy Collet,35.0,Female,Hoareau,Standard,30050.23
1135,Sabine Loiseau,29.0,Female,Sainte SophieVille,Standard,27587.88
1136,Marcelle Bourdon-Traore,41.0,Female,,Standard,84922.46
1137,Célina Pereira du Delorme,31.0,Female,LebonVille,VIP,94512.04
1138,Thomas Le Ruiz,80.0,Male,Saint YvesVille,Standard,28995.72
1139,Marcel Blanc,45.0,Female,Faure,Premium,94759.3
1140,Aimé Alves de la Renard,49.0,Male,Aubry-la-Forêt,Standard,36560.05
1141,Victor Navarro du Lemaître,63.0,Male,Riou,Standard,47291.17
1142,Paulette Julien,76.0,Male,Guérin-sur-Boyer,VIP,86950.1
1143,Luc Cordier,28.0,Female,Rémy,VIP,55342.07
1144,Aurore Mendès-Faure,20.0,Male,Boucher,Standard,55321.85
1145,André Germain,72.0,Female,Brunet,Premium,50326.85
1146,Manon de Duhamel,64.0,Female,Bousquet-sur-Gillet,Premium,70464.85
1147,Stéphane Martineau-Grenier,18.0,Female,,Standard,93931.67
1148,René Benoit,63.0,Female,,Premium,88448.77
1149,Guillaume Moreau,71.0,Male,Sainte Virginieboeuf,Standard,40932.86
1150,Alice Godard,58.0,Male,Marchand,Standard,53643.5
1151,Dominique Meunier-Dumont,79.0,Male,Poulain,Standard,62995.31
1152,Michel Lévêque,78.0,Male,Bègue,Standard,68827.11
1153,Noémi-Nicole Gaudin,,Female,Saint Thibaut,Premium,30327.5
1154,Olivie-Danielle Fleury,52.0,Male,Hamon,VIP,32561.74
1155,Thérèse de la Leblanc,66.0,Female,Thierry,Premium,39233.3
1156,Thierry Caron,47.0,Male,Saint Paulette,VIP,40194.07
1157,Josette Weber,21.0,Female,Gosselin,VIP,82775.64
1158,Marthe Lecoq,29.0,Male,Saint Christelledan,VIP,35020.23
1159,Théophile Gilbert-Duhamel,61.0,Female,Besson-sur-Mer,Premium,88402.85
1160,Noémi Le De Oliveira,34.0,Male,Vidal-sur-Bègue,Premium,31991.74
1161,Benjamin Daniel,52.0,Female,,VIP,39044.46
1162,Noémi Cordier,73.0,Female,Joseph,Premium,39103.77
1163,Célina Chevalier de Godard,70.0,Female,Maillot,VIP,85361.75
1164,Agnès Jacquot de la Clerc,78.0,Female,Schneider-les-Bains,Premium,59844.27
1165,Thibaut Gillet,68.0,Female,Lemaître,Premium,87007.26
1166,Raymond Hernandez,69.0,Female,Riou-sur-Mer,Standard,78160.04
1167,Gilbert Daniel,33.0,Male,Wagner-les-Bains,VIP,87004.09
1168,Bernard Joubert,69.0,Female,Raymond,Standard,78464.84
1169,Virginie Dias-Charpentier,61.0,Female,Godard,Premium,83165.26
1170,Marcel Lombard,27.0,Male,Marques,Standard,30457.51
1171,Margot Fournier,41.0,Male,Henry,Premium,35731.32
1172,Gabriel Le Riou,26.0,Male,Menard,Standard,99475.23
1173,Marcel Lacombe de la Vallet,76.0,Male,,VIP,18328.89
1174,Éric-Christophe Boulay,78.0,Female,Henry-la-Forêt,Premium,27623.1
1175,Raymond Boyer,65.0,Female,Devaux,VIP,5469.27
1176,Anouk Traore,26.0,Male,,Standard,98170.3
1177,Agathe Reynaud,,Male,,Premium,54842.11
1178,Tristan Philippe,,Male,Blin,Standard,79992.33
1179,Astrid Baudry,30.0,Male,Guichardnec,Standard,74387.44
1180,Jacqueline Pelletier,25.0,Male,Mallet-sur-Mer,Premium,7271.39
1181,Anne Lefebvre,23.0,Male,Leroy,Standard,69362.01
1182,Odette Boyer,25.0,Female,Duhamel-sur-Rivière,VIP,34784.25
1183,Jean Leroux,52.0,Female,Bertin-sur-Mer,Premium,11076.19
1184,Louis Boutin,38.0,Male,Gonzalez,Premium,26008.33
1185,Stéphane Moreau,,Male,Sainte Roland-les-Bains,Standard,8563.17
1186,Frédéric François Le Dupuis,65.0,Male,Perretboeuf,Standard,82789.47
1187,Émile Alexandre,34.0,Female,,VIP,25426.43
1188,Honoré Loiseau,61.0,Female,Lefèvre-sur-Gaudin,Standard,62321.89
1189,Célina Besson Le Normand,25.0,Male,Evrard,Premium,95419.77
1190,Frédéric de Lelièvre,73.0,Female,Delmasdan,VIP,83885.45
1191,Sébastien Masson,,Female,Valletboeuf,VIP,48378.83
1192,Michelle Albert-Arnaud,62.0,Male,Saint Eugèneboeuf,Premium,43176.57
1193,Brigitte-Manon Bigot,39.0,Male,Bonneau-sur-Maréchal,Standard,47502.13
1194,Robert Marques,27.0,Male,Sainte AmélieBourg,Premium,76207.12
1195,Suzanne Hardy,29.0,Male,Fontaine,Premium,92708.04
1196,Thomas Hardy,56.0,Male,Pelletierdan,Premium,40519.99
1197,Pierre du Léger,46.0,Female,Saint Jeannedan,Standard,15071.65
1198,Benoît De Sousa,20.0,Female,Maillotboeuf,VIP,79677.06
1199,Andrée Gomes,43.0,Female,Sainte Nicoleboeuf,Premium,45258.48
1200,Monique Guichard,57.0,Female,Saint Victoireboeuf,VIP,22503.65
1201,Lorraine Lévêque,21.0,Female,Gonzalez,Standard,21748.6
1202,Audrey-Manon Launay,77.0,Male,Evrardboeuf,Standard,79473.91
1203,Robert Coulon-Georges,78.0,Male,Lebreton-la-Forêt,Standard,82626.44
1204,Guillaume Gomes Le Petit,39.0,Female,Jacquet-sur-Bouvier,Premium,23430.07
1205,Frédérique Royer Le Nicolas,55.0,Female,Rocher,Standard,61384.16
1206,Théodore Roy,63.0,Male,Roche,VIP,83735.4
1207,Émile Léger,32.0,Male,,VIP,82182.42
1208,Caroline Perrot,49.0,Female,Sainte Alix-les-Bains,VIP,45878.62
1209,Thibaut-Jacques Coste,60.0,Male,Dupuy,Premium,86601.08
1210,Henri de la Gomes,71.0,Female,Foucher,Premium,18934.67
1211,Benjamin-Louis Nguyen,57.0,Male,Lesage,Premium,96731.45
1212,Aimé Coste,,Male,Da Costa,VIP,62360.84
1213,Laure Martinez de la Barbier,53.0,Female,Descamps,Standard,10592.29
1214,Laure de Poirier,42.0,Male,,Premium,91702.77
1215,Nicolas Chauveau,49.0,Male,Foucher,Standard,93595.59
1216,Adélaïde Rodrigues,29.0,Female,Bernard-sur-Guérin,VIP,58621.46
1217,Martin Blanc,35.0,Male,Saint Nicolas,VIP,95054.23
1218,David Pichon,68.0,Male,Sainte Martin,Standard,86361.47
1219,Julie Pons-Klein,,Female,Mailletnec,Standard,52856.3
1220,Sébastien Guillet,78.0,Male,Sainte Louis,Premium,12856.08
1221,Nathalie Fabre,30.0,Male,Sainte Alex,Premium,54276.25
1222,Anastasie Perrin,48.0,Male,,Premium,22212.85
1223,Charlotte Poulain,47.0,Female,Guillotboeuf,VIP,79268.74
1224,Jacqueline Renard,51.0,Female,Sainte InèsVille,Standard,13613.26
1225,Catherine Delattre de la Giraud,26.0,Female,PottierBourg,Premium,30186.47
1226,Théodore-Thibault Garcia,66.0,Female,Letellier-la-Forêt,Premium,6022.33
1227,Hélène Menard,36.0,Female,,Standard,87409.44
1228,Olivier Leclercq,54.0,Female,Sainte Henri,Standard,10827.27
1229,Étienne Lecoq,73.0,Male,Marie-sur-Dupré,Premium,89431.9
1230,Augustin Texier,26.0,Male,Saint Suzannenec,VIP,28831.56
1231,Bernard Lefebvre,,Male,,Premium,49826.02
1232,Aurore Coulon,34.0,Male,LaineVille,Premium,80609.5
1233,Thomas Pruvost,19.0,Male,Vasseur-sur-Le Goff,VIP,35377.75
1234,Diane Bodin,33.0,Female,Gosselin,VIP,5688.65
1235,Henriette du Gros,35.0,Female,Boulangerboeuf,Standard,37728.91
1236,Théodore du Guillaume,61.0,Male,Rocher,Premium,50706.31
1237,Mathilde Pottier,25.0,Female,Saint DominiqueVille,Premium,49379.19
1238,Marguerite du Mace,79.0,Female,Bernier,Premium,88658.68
1239,Élodie Blin,40.0,Male,Perret,VIP,32092.85
1240,Anastasie Michel de la Bonneau,69.0,Male,Torres,VIP,54063.67
1241,Marine Gimenez,33.0,Male,Techer-les-Bains,Standard,78591.97
1242,Christophe Besnard,,Male,Teixeira,Standard,70410.0
1243,Robert du Roussel,,Female,Sauvage,Premium,53067.06
1244,Isabelle de Gosselin,46.0,Female,Saint HortenseVille,Premium,96663.07
1245,Alfred-Marcel Chauvin,26.0,Female,CharrierVille,Premium,84237.5
1246,Yves Jourdan,32.0,Female,Peron-sur-Legrand,Premium,77312.15
1247,Antoine Jacob,54.0,Male,Couturierdan,Premium,86357.87
1248,André-Marc Hebert,66.0,Male,Daniel,Premium,90051.06
1249,Timothée Coste de Paris,30.0,Male,Morvan-sur-Pinto,Standard,24410.55
1250,Martine-Sylvie Pascal,79.0,Male,Lelièvre,VIP,76809.46
1251,Roland Guyon,79.0,Female,Gaillard,Premium,32072.05
1252,Lucas de Delattre,25.0,Male,Maury-sur-Lopes,Standard,44799.18
1253,Raymond Cordier Le Allain,70.0,Male,Morin,VIP,90837.32
1254,Laurence Mendès-Vallet,,Male,Saint Noël-sur-Mer,VIP,8689.51
1255,Joseph Gonzalez,60.0,Female,Reynaud-sur-Huet,Premium,57126.98
1256,André Perrot-Bousquet,,Female,Sainte Stéphanie-la-Forêt,VIP,27860.22
1257,Bernard Pottier,32.0,Female,HubertVille,Standard,30907.65
1258,Charles Da Costa,18.0,Female,Lefebvre,Premium,36471.64
1259,Catherine Le Alexandre,69.0,Female,Dupont,VIP,99947.78
1260,Maggie Gautier,19.0,Female,Sainte Mauriceboeuf,Premium,96343.2
1261,Eugène Grondin,49.0,Female,Benoit,VIP,27352.32
1262,Claude Ribeiro,24.0,Male,Noël,Premium,82513.58
1263,Agathe Maillard,37.0,Male,,Premium,38942.98
1264,Noël de Gonzalez,37.0,Female,Jacques-sur-Ruiz,Standard,71177.85
1265,Alexandrie Ruiz,50.0,Female,Sainte FrédériqueVille,VIP,97007.86
1266,Jérôme Blin,54.0,Female,Boutin,VIP,56804.21
1267,Marguerite Lacroix-Blanchet,70.0,Male,Guilbert-la-Forêt,Standard,62330.97
1268,Suzanne Gosselin,64.0,Male,Morvan,Standard,56323.79
1269,Capucine Picard du Gaudin,22.0,Male,De SousaBourg,Premium,60139.08
1270,Isabelle Le Charrier,80.0,Male,Fleuryboeuf,Standard,44369.15
1271,Zoé Verdier,68.0,Male,Pinto,Premium,29929.77
1272,Augustin Labbé-Lacroix,57.0,Female,Leroy,Standard,76366.97
1273,Zacharie Masson,50.0,Female,Gay,VIP,88989.56
1274,Maurice Grondin,78.0,Female,Sainte Tristan-les-Bains,Standard,35132.61
1275,Frédéric Sauvage du Coste,18.0,Female,,VIP,25945.77
1276,Caroline Lombard,25.0,Male,,Premium,65284.35
1277,Maryse-Célina Clément,51.0,Female,,Standard,56375.71
1278,Honoré Raymond du Peron,47.0,Male,Gomezdan,Premium,28783.56
1279,Aurélie de Martinez,45.0,Male,Blanc,Premium,75720.22
1280,Augustin-William Renard,31.0,Male,Le Rouxnec,Standard,24490.2
1281,Denise Guyot-Morel,69.0,Male,Royer,Standard,71317.3
1282,Astrid de Couturier,42.0,Female,Guibert-la-Forêt,Premium,16246.06
1283,Noël Aubert,18.0,Female,LucasBourg,Standard,17299.16
1284,Thibault Lejeune-Thomas,61.0,Male,Renard,Standard,43610.7
1285,Laurent Gilbert,67.0,Female,Simonnec,Premium,82086.38
1286,Dominique Bouchet du Gomez,47.0,Female,,Premium,95757.41
1287,Grégoire Nicolas,,Male,Arnaud,Premium,48794.55
1288,Simone Pages,,Female,Gauthier-les-Bains,Premium,27770.05
1289,Geneviève Robin,26.0,Female,Barthelemynec,Premium,36862.59
1290,Astrid Daniel,60.0,Female,Sainte Élodie-les-Bains,Premium,41137.99
1291,Henri Pascal,64.0,Female,Blanc,Standard,80157.27
1292,Olivie Regnier,38.0,Female,Sainte Yves,VIP,48408.14
1293,Geneviève Legros,,Male,Saint Claude-la-Forêt,Premium,9156.76
1294,Timothée Bernier,73.0,Male,Lucas,Standard,83408.84
1295,Bertrand Perret,70.0,Male,Maillet,Standard,72965.55
1296,Grégoire Blanc,,Female,Saint Christelle,Standard,87258.01
1297,Christelle Mendès-Renault,42.0,Female,Sainte Mathilde,VIP,61158.13
1298,Lucy Gomes,75.0,Male,Leleunec,Premium,84404.68
1299,Olivier Bourdon,77.0,Male,Bazindan,Premium,43500.24
1300,Joseph de la Toussaint,34.0,Male,Roger,VIP,9545.34
1301,Jeanne Guibert,70.0,Male,Carlier,VIP,74687.98
1302,Océane Joubert du Besnard,64.0,Female,Dubois,VIP,59844.0
1303,Jules-Jules Vidal,44.0,Male,Sainte StéphanieVille,Standard,36191.15
1304,Nathalie-Juliette Faure,75.0,Male,Labbé-la-Forêt,VIP,55283.51
1305,Constance Lopes,64.0,Female,Étienne-sur-Mer,Standard,59439.26
1306,Gilbert Cordier,,Female,Ribeiroboeuf,Standard,96568.41
1307,Raymond Lévêque,69.0,Male,Normand,VIP,5235.74
1308,Océane Blanchard,35.0,Male,Sainte ManonBourg,Premium,54442.39
1309,Émile-Benoît Blot,70.0,Male,Saint Michellenec,Premium,33673.38
1310,Richard Reynaud,52.0,Male,Charpentier,Premium,46378.44
1311,Maggie Le Lévy,46.0,Female,Saint GabrielBourg,Premium,70400.9
1312,Caroline Evrard,26.0,Male,Saint PatrickBourg,Standard,7828.27
1313,Guy-Christophe Hebert,69.0,Female,ValletVille,Standard,27022.34
1314,Julien Maury,19.0,Male,Becker,VIP,91093.32
1315,Dorothée Royer,41.0,Male,Bourgeois,Standard,58394.66
1316,René Masse,29.0,Female,RuizVille,VIP,39100.97
1317,René Guillou,59.0,Male,Blanchard,Premium,95316.37
1318,Vincent du Guillou,54.0,Female,Saint Bernard,Premium,26803.15
1319,Victor Jacob,43.0,Female,Dupuy-sur-Giraud,Premium,98664.95
1320,Victoire Faivre,50.0,Male,Boulay,Premium,21941.59
1321,Franck Grégoire,,Female,,VIP,64109.41
1322,Michèle Merle,,Male,Pineau,Standard,91977.01
1323,Céline Boulanger,46.0,Female,Poulaindan,Premium,96011.39
1324,Suzanne Giraud,53.0,Male,Lefort-sur-Pereira,VIP,19555.0
1325,Thomas Michaud,,Male,,Standard,31755.35
1326,Patrick Tanguy-Philippe,,Female,Fournier,Standard,80833.7
1327,Laure Rossi,79.0,Male,BrunVille,VIP,76737.8
1328,Charlotte de la Georges,28.0,Female,Blanchet,VIP,38730.38
1329,Margot Laurent,59.0,Female,Sainte Nathalie,Premium,56278.64
1330,Thérèse Gilles,48.0,Male,Sainte Agnèsdan,Premium,67968.56
1331,Guillaume Michel du Dias,40.0,Female,Berger,Standard,35384.27
1332,Lucy-Madeleine Moreno,46.0,Male,RivièreBourg,Premium,60492.27
1333,Bernard Blot,36.0,Male,Thomasnec,VIP,61561.55
1334,René de Toussaint,44.0,Male,Ruiz-sur-Julien,VIP,46423.14
1335,Benjamin Le Rousset,73.0,Female,Humbert-sur-De Sousa,Premium,10538.31
1336,Zacharie-Benjamin Evrard,53.0,Male,,Premium,52470.14
1337,Luce Albert Le Lemoine,25.0,Male,Lesage,Standard,20202.97
1338,Denis Vasseur de la Bousquet,33.0,Male,Sainte Adélaïde,VIP,99553.71
1339,Capucine-Dominique Rodrigues,77.0,Male,,Premium,72979.55
1340,Hélène Charpentier-Le Roux,,Male,Sainte Suzanneboeuf,VIP,60178.7
1341,Lucas Laine,,Female,,Standard,82018.75
1342,Jeanne Delahaye,43.0,Female,Sainte Zoé,Standard,33620.84
1343,Clémence Jacques,61.0,Male,Jacob-sur-Mer,Standard,31677.69
1344,Manon-Nathalie Huet,71.0,Male,Dupuy,VIP,97917.18
1345,Roger Lefebvre,36.0,Female,Lévêque,Premium,82637.87
1346,Andrée Vidal,,Male,Michel-les-Bains,VIP,9970.49
1347,Édith Guibert,,Male,Antoine-sur-Thibault,Premium,40842.59
1348,Bernard Valentin,23.0,Male,Sainte Victoire,VIP,29725.91
1349,Yves Julien,,Female,Saint RémyBourg,Standard,26981.06
1350,Hortense Leclercq,32.0,Male,,Premium,84068.67
1351,Nathalie-Adèle Coulon,68.0,Male,Saint Inès,Premium,39038.59
1352,Denis Chauveau,24.0,Male,Coulon-sur-Pruvost,VIP,13821.61
1353,Christine-Maryse Brunet,42.0,Female,Navarro,Premium,56693.75
1354,Valentine Ferrand,47.0,Female,Buisson-les-Bains,Premium,21955.56
1355,Margaret Boyer,,Female,Blancboeuf,Standard,46336.83
1356,Pierre Lamy de Jacob,35.0,Male,Mullernec,Standard,52340.2
1357,Véronique Lemoine,77.0,Female,Bègue-sur-Garcia,Premium,43104.33
1358,Corinne Lecoq,47.0,Male,Boucher-sur-Labbé,Premium,36658.25
1359,André Evrard,,Female,Diallo-les-Bains,VIP,35589.91
1360,Jérôme Maréchal Le Charpentier,30.0,Female,,Standard,51365.89
1361,Claudine Picard,64.0,Male,Robert,Premium,96964.63
1362,Isabelle Roger,77.0,Female,RenaultVille,Standard,70992.19
1363,Thierry Grenier de Blot,49.0,Male,Saint Bertranddan,Standard,33053.77
1364,Hugues Boutin,20.0,Female,Pages,Standard,8443.02
1365,Christelle Le Gall,77.0,Female,Delaunay-les-Bains,Premium,75116.08
1366,Léon-Daniel Cordier,25.0,Female,Pruvostdan,Premium,8239.42
1367,François Schmitt,50.0,Male,Jacquet,Premium,44798.61
1368,Adrien Ribeiro,52.0,Female,Baillydan,Premium,42785.18
1369,Aurore Regnier,25.0,Male,Vallée,Standard,35985.24
1370,Arthur Ramos,70.0,Male,Pineau,Standard,80062.14
1371,Isabelle Legrand de Roche,22.0,Female,Sainte Capucine,VIP,42060.92
1372,Alexandria Salmon,72.0,Male,Sainte Élise-les-Bains,VIP,48340.41
1373,Hugues Humbert de la Prévost,78.0,Female,Lévynec,Standard,9169.21
1374,Paul Pineau,41.0,Female,Boutin,Standard,44457.11
1375,Madeleine Marie,55.0,Female,Didiernec,VIP,93902.65
1376,Denis Wagner,54.0,Female,,VIP,67739.25
1377,Benjamin Rocher,53.0,Male,,VIP,38717.62
